Open time,Open,High,Low,Close
4/30/2019,5238.14,5339.98,5192.15,5320.81
5/1/2019,5321.94,5402,5316.2,5383.2
5/2/2019,5383.2,5538,5370,5492.87
5/3/2019,5494.81,5844,5477.57,5772.69
5/4/2019,5770.62,5900,5587.45,5829.45
5/5/2019,5829.83,5839.9,5696,5775.62
5/6/2019,5773.18,5805,5619.14,5747.79
5/7/2019,5749.92,6028.41,5747.74,5846.34
5/8/2019,5846.34,6014.72,5772.2,5987.29
5/9/2019,5986.66,6224.55,5983.71,6209.18
5/10/2019,6209.95,6468.92,6172,6373.33
5/11/2019,6375.16,7343.99,6372.85,7076.22
5/12/2019,7076.24,7521.78,6750,6967.31
5/13/2019,6968.24,8100,6870,7790.71
5/14/2019,7795.62,8366,7599.56,7947.56
5/15/2019,7945.26,8249,7850,8169.87
5/16/2019,8169.08,8320,7705,7866.59
5/17/2019,7868.67,7925,6913,7355.26
5/18/2019,7355.28,7458,7156.61,7257.45
5/19/2019,7257.32,8275.09,7243.08,8148.48
5/20/2019,8147.94,8156.03,7553,7938.15
5/21/2019,7937.16,8042.32,7771,7904.87
5/22/2019,7904.48,8016,7465,7628.43
5/23/2019,7627.8,7940.98,7461,7851.51
5/24/2019,7849.95,8130,7766,7964.87
5/25/2019,7964.52,8091.8,7908.34,8025.41
5/26/2019,8023,8740,7833.42,8614.43
5/27/2019,8612.54,8908.32,8589,8756.32
5/28/2019,8752.52,8798.49,8510.63,8715.64
5/29/2019,8716.87,8750,8406.6,8645.68
5/30/2019,8646.5,9074.26,8005,8269.54
5/31/2019,8267.1,8594,8108.5,8555
6/1/2019,8555,8626,8442.36,8544.07
6/2/2019,8545.1,8814.78,8524,8725.98
6/3/2019,8726,8800.95,8080.8,8115.82
6/4/2019,8115.66,8115.66,7481.02,7687.03
6/5/2019,7687.04,7896.7,7572.78,7776.5
6/6/2019,7778.08,7868.13,7444.58,7786.7
6/7/2019,7787.57,8100,7737.49,7980.53
6/8/2019,7978.94,8044.65,7751,7893.62
6/9/2019,7895.28,7935,7506.66,7628.13
6/10/2019,7627.57,8020,7511,7982.75
6/11/2019,7981,8010,7692.23,7884.9
6/12/2019,7884.9,8200,7788.99,8127.64
6/13/2019,8127.64,8309.82,8010.03,8218.54
6/14/2019,8216.44,8684.41,8144.32,8650
6/15/2019,8650.88,8864.99,8567.63,8808.7
6/16/2019,8810.77,9333,8760,8953.33
6/17/2019,8953,9444,8950,9313.96
6/18/2019,9312.13,9336.36,8950,9081.55
6/19/2019,9081.97,9304,8960,9255.49
6/20/2019,9253.76,9590,9175.2,9517.12
6/21/2019,9518.06,10174.99,9518.06,10159.86
6/22/2019,10159.86,11160,9921.72,10729.5
6/23/2019,10729,11392.64,10555.18,10906.07
6/24/2019,10905.95,11143.63,10620.8,11056.59
6/25/2019,11056.59,11850,11026,11820.86
6/26/2019,11821.28,13970,11741,13093.8
6/27/2019,13098.38,13478.04,10525.1,11329.99
6/28/2019,11329.99,12480,10982.88,12400.63
6/29/2019,12407.06,12441.54,11475.02,11903.13
6/30/2019,11903.13,12180,10766.03,10854.1
7/1/2019,10854.1,11282.28,10030,10624.93
7/2/2019,10624.9,10938.75,9727,10842.85
7/3/2019,10844.98,11991.89,10841.04,11940
7/4/2019,11940,12000,11055,11145.67
7/5/2019,11145.67,11406.83,10796.44,10970.73
7/6/2019,10982.41,11665,10964.51,11256.49
7/7/2019,11256.45,11538,11094.37,11406.24
7/8/2019,11410,12338.03,11220,12238.6
7/9/2019,12238.6,12794.73,12068,12543.41
7/10/2019,12548.51,13147.08,11569,12108.37
7/11/2019,12108.11,12111.73,11000,11342.89
7/12/2019,11342.88,11885,11073,11757.22
7/13/2019,11757.22,11799.98,10830,11355.76
7/14/2019,11355.78,11452,10103,10174.18
7/15/2019,10174.18,11100,9860,10838.72
7/16/2019,10833.78,11028,9350.01,9439.59
7/17/2019,9430.17,9957,9060,9667.92
7/18/2019,9668.86,10788,9252,10627.16
7/19/2019,10628.64,10769.71,10121.84,10504.29
7/20/2019,10505.78,11068.99,10350,10740.23
7/21/2019,10740.27,10817.9,10288,10589.45
7/22/2019,10590.15,10683.16,10100,10340.31
7/23/2019,10343.08,10343.97,9822,9864.91
7/24/2019,9864.78,9937,9525,9763.28
7/25/2019,9763.4,10175,9720.03,9879.87
7/26/2019,9882.15,9889.98,9637,9824
7/27/2019,9824,10188.66,9333,9476.52
7/28/2019,9478.92,9594.99,9165,9541.54
7/29/2019,9541.54,9729,9395,9507.64
7/30/2019,9509.07,9714.28,9402,9574.21
7/31/2019,9575,10109.8,9555,10080.53
8/1/2019,10080.53,10467.86,9863.46,10374.99
8/2/2019,10375,10670,10281.35,10523.75
8/3/2019,10523.75,10904.77,10497.93,10816.86
8/4/2019,10816.86,11040,10552,10929.23
8/5/2019,10929.99,11937.52,10927.8,11828.8
8/6/2019,11830,12330.7,11226.7,11481.69
8/7/2019,11481.69,12141.17,11382.84,11975.03
8/8/2019,11975.04,12060,11521,11999.77
8/9/2019,11994.17,12045.68,11700,11879.99
8/10/2019,11879.98,11985,11270,11309.31
8/11/2019,11309.24,11600,11112.11,11549.97
8/12/2019,11539.08,11577.89,11235.32,11396.08
8/13/2019,11398.35,11456.16,10788.45,10892.71
8/14/2019,10893.36,10897.48,9928.1,10050.37
8/15/2019,10055.16,10460,9911,10293.93
8/16/2019,10296.77,10536.03,9750,10331.54
8/17/2019,10331.15,10465.14,10000,10216.02
8/18/2019,10216.05,10500,10080,10306.78
8/19/2019,10306.17,10930,10258.6,10915.54
8/20/2019,10914.73,10949.96,10560,10760.51
8/21/2019,10760.51,10804.13,9858,10142.57
8/22/2019,10140.82,10242,9762,10099.88
8/23/2019,10099.9,10445,10019.79,10389.55
8/24/2019,10388.16,10419.42,9890,10134.35
8/25/2019,10134.61,10333,9906.97,10142.69
8/26/2019,10142.69,10604,10137.93,10372.25
8/27/2019,10373.6,10391.08,10051.08,10185.05
8/28/2019,10185.69,10299,9601.01,9721
8/29/2019,9721,9724,9320,9498.44
8/30/2019,9499.01,9696,9350.41,9584.54
8/31/2019,9582.76,9684.51,9420.75,9587.47
9/1/2019,9588.74,9830,9520,9724.98
9/2/2019,9723.59,10450,9712.5,10340
9/3/2019,10340,10773,10272,10615.28
9/4/2019,10611.85,10799,10369.89,10567.02
9/5/2019,10565.92,10900,10450,10564.49
9/6/2019,10563.13,10905.87,10150,10298.73
9/7/2019,10298.71,10558,10288.57,10455.88
9/8/2019,10455.9,10592.5,10208,10381.18
9/9/2019,10381.24,10480,10068.5,10303.12
9/10/2019,10302.58,10384.99,9953,10098.15
9/11/2019,10098.19,10293,9880,10158.33
9/12/2019,10158.75,10448.81,10040,10415.01
9/13/2019,10415.01,10439,10153,10342.06
9/14/2019,10344.13,10419.99,10222.33,10335.02
9/15/2019,10332.81,10360,10252.15,10302.01
9/16/2019,10303.34,10355,10078,10251.31
9/17/2019,10249.68,10275,10128.01,10187.82
9/18/2019,10187.48,10258.02,10100,10156.99
9/19/2019,10156.41,10325,9653,10244.29
9/20/2019,10243.7,10281,10061.39,10168.59
9/21/2019,10167.92,10176.7,9900,9986.39
9/22/2019,9985.15,10089,9853.97,10028.87
9/23/2019,10028.05,10049.99,9615.77,9702.25
9/24/2019,9702.2,9794.99,7800,8493.14
9/25/2019,8497.55,8730,8215.64,8430.05
9/26/2019,8430.05,8465.99,7750,8063.73
9/27/2019,8063.49,8265,7852.15,8177.91
9/28/2019,8177.47,8315,8001.09,8198.81
9/29/2019,8199.38,8229.13,7890,8043.82
9/30/2019,8043.04,8337.26,7710,8289.34
10/1/2019,8289.97,8500,8173.05,8292.44
10/2/2019,8292.67,8373.91,8151.22,8359.94
10/3/2019,8360,8393,8060,8223.96
10/4/2019,8224.43,8232.41,8005,8137.13
10/5/2019,8137.09,8183.41,8012.98,8126.19
10/6/2019,8127.55,8153.87,7785,7854.25
10/7/2019,7855.3,8299.92,7762,8190.09
10/8/2019,8190.82,8325,8088.75,8168.39
10/9/2019,8170.79,8670,8115,8560.74
10/10/2019,8562.15,8644,8414.52,8558.03
10/11/2019,8557.82,8779.51,8212.38,8258.5
10/12/2019,8257.95,8400,8250,8300.09
10/13/2019,8301.98,8451.37,8160,8275.01
10/14/2019,8275.24,8388.85,8203,8348.2
10/15/2019,8346.86,8403,8090,8159.29
10/16/2019,8159.3,8181.16,7917,7991.74
10/17/2019,7995.02,8124.92,7929.03,8070.58
10/18/2019,8070.71,8115,7816.01,7947.01
10/19/2019,7946.89,8098.1,7866.92,7948.01
10/20/2019,7949.87,8297,7870,8223.35
10/21/2019,8223.35,8333,8142.03,8197.27
10/22/2019,8197.28,8297.99,8000,8020
10/23/2019,8020.06,8047.59,7300,7466.62
10/24/2019,7468.47,7503.68,7337.99,7412.41
10/25/2019,7412.41,8799,7361,8655.02
10/26/2019,8655.88,10370,8470.38,9230
10/27/2019,9230,9794.98,9074.34,9529.93
10/28/2019,9528.23,9902.1,9160,9205.14
10/29/2019,9204.45,9550,9072,9407.62
10/30/2019,9407.62,9409.84,9001.01,9154.72
10/31/2019,9154.02,9405,8913,9140.85
11/1/2019,9140.86,9279,9030,9231.61
11/2/2019,9231.4,9373.74,9186.21,9289.52
11/3/2019,9289.85,9362.57,9066.14,9194.71
11/4/2019,9196.46,9513.68,9115.84,9393.35
11/5/2019,9392.4,9454.95,9175.76,9308.66
11/6/2019,9307.73,9440.91,9250.01,9339.05
11/7/2019,9339.16,9375,9101,9216.2
11/8/2019,9214,9261,8696,8773.73
11/9/2019,8773.74,8880,8724.88,8809.41
11/10/2019,8809.18,9147.19,8750,9039.47
11/11/2019,9040.16,9072.32,8618.68,8733.27
11/12/2019,8733.36,8888,8567.6,8821.94
11/13/2019,8821.91,8844.99,8702,8777.12
11/14/2019,8777.54,8800,8582.6,8646.68
11/15/2019,8646.38,8790,8400,8471.73
11/16/2019,8471.62,8543,8400,8491.02
11/17/2019,8490.74,8635,8350.68,8502.4
11/18/2019,8502.87,8503.52,8060,8187.17
11/19/2019,8186.5,8218.63,8003,8133.64
11/20/2019,8133.83,8264.29,8038.4,8098.01
11/21/2019,8098.56,8134.73,7500,7627.74
11/22/2019,7627.79,7750,6790,7268.23
11/23/2019,7268.23,7344.48,7080.01,7311.57
11/24/2019,7311.1,7330.39,6861,6903.28
11/25/2019,6900.23,7377.69,6515,7109.57
11/26/2019,7109.99,7340,7017.48,7156.14
11/27/2019,7154.75,7655,6840,7508.52
11/28/2019,7507.9,7643,7360,7419.49
11/29/2019,7418.52,7850,7362.3,7739.68
11/30/2019,7740.99,7810,7441,7541.89
12/1/2019,7540.63,7541.85,7210,7390.89
12/2/2019,7391.5,7420.56,7151.1,7294.28
12/3/2019,7294.42,7400,7241.35,7292.71
12/4/2019,7292.71,7750,7067,7194.32
12/5/2019,7194.59,7485,7150,7389
12/6/2019,7389,7590.03,7305,7527.47
12/7/2019,7527.8,7619.62,7470.16,7488.21
12/8/2019,7487.31,7564,7374.86,7510.11
12/9/2019,7510.11,7650,7273,7338.64
12/10/2019,7338.64,7407.6,7157.1,7224.13
12/11/2019,7224.15,7275.5,7125.66,7210
12/12/2019,7210,7295,7080.3,7198.08
12/13/2019,7197.76,7309.05,7190.76,7258.48
12/14/2019,7257.37,7271.77,7012,7064.05
12/15/2019,7064.14,7200.3,7008.35,7118.59
12/16/2019,7119.6,7150,6836,6891.72
12/17/2019,6891.44,6942.21,6560,6623.82
12/18/2019,6623.84,7440,6435,7277.83
12/19/2019,7277.83,7380,7038.31,7150.3
12/20/2019,7151.31,7220,7079.5,7187.83
12/21/2019,7188.01,7190.58,7105,7132.75
12/22/2019,7131.59,7518.54,7122.47,7501.44
12/23/2019,7500.71,7695.38,7265.84,7317.09
12/24/2019,7317.3,7436.68,7157.04,7255.77
12/25/2019,7255.77,7271.77,7128.86,7204.63
12/26/2019,7205.01,7435,7157.12,7202
12/27/2019,7202,7275.86,7076.42,7254.74
12/28/2019,7254.77,7365.01,7238.67,7316.14
12/29/2019,7315.36,7528.45,7288,7388.24
12/30/2019,7388.43,7408.24,7220,7246
12/31/2019,7246,7320,7145.01,7195.23
1/1/2020,7195.24,7255,7175.15,7200.85
1/2/2020,7200.77,7212.5,6924.74,6965.71
1/3/2020,6965.49,7405,6871.04,7344.96
1/4/2020,7345,7404,7272.21,7354.11
1/5/2020,7354.19,7495,7318,7358.75
1/6/2020,7357.64,7795.34,7346.76,7758
1/7/2020,7758.9,8207.68,7723.71,8145.28
1/8/2020,8145.92,8455,7870,8055.98
1/9/2020,8054.72,8055.96,7750,7817.76
1/10/2020,7817.74,8199,7672,8197.02
1/11/2020,8198.86,8286.34,8003.16,8020.01
1/12/2020,8020.01,8197,7960,8184.98
1/13/2020,8184.97,8196,8055.89,8110.34
1/14/2020,8110.34,8880,8105.54,8810.01
1/15/2020,8814.64,8916.48,8564,8821.41
1/16/2020,8820.01,8859.81,8586,8720.01
1/17/2020,8720.15,9041.65,8672.44,8913.28
1/18/2020,8913.27,8988.88,8806.38,8915.96
1/19/2020,8915.09,9198.98,8466,8701.7
1/20/2020,8701.72,8746.99,8521.28,8642.35
1/21/2020,8642.35,8789,8488,8736.03
1/22/2020,8736.04,8818,8590,8682.36
1/23/2020,8682.77,8691.81,8306.39,8404.52
1/24/2020,8404.52,8528.02,8238,8439
1/25/2020,8438.99,8451.26,8254.9,8340.58
1/26/2020,8340.01,8618.13,8293.66,8615
1/27/2020,8614.39,9000,8535,8907.57
1/28/2020,8907.57,9400,8862.4,9374.21
1/29/2020,9375.34,9449.24,9216,9301.53
1/30/2020,9301.57,9578,9204.44,9513.21
1/31/2020,9511.52,9530.22,9210.01,9352.89
2/1/2020,9351.71,9464.53,9281,9384.61
2/2/2020,9384.41,9477.03,9120,9331.51
2/3/2020,9331.59,9618.79,9234,9292.24
2/4/2020,9291.35,9350,9093.01,9197.02
2/5/2020,9197.02,9744.45,9177.22,9612.04
2/6/2020,9612.03,9862.57,9526.35,9772
2/7/2020,9772,9885,9730,9813.73
2/8/2020,9813.87,9940,9667.11,9895.05
2/9/2020,9895.04,10166,9880.75,10151.75
2/10/2020,10151.72,10188,9756,9851.83
2/11/2020,9851.74,10323.59,9700,10223.08
2/12/2020,10223.08,10450,10223.08,10326.46
2/13/2020,10325.33,10500,10080,10229.63
2/14/2020,10227.78,10381.56,10111.37,10344.36
2/15/2020,10344.36,10375,9801,9904.72
2/16/2020,9904.46,10050,9638.12,9917.27
2/17/2020,9910.7,9964.16,9452.67,9706
2/18/2020,9706,10250,9576.01,10164.71
2/19/2020,10164.78,10250,9350,9593.79
2/20/2020,9594.65,9699,9400,9596.42
2/21/2020,9597.21,9755.51,9550.21,9677.05
2/22/2020,9677.05,9709.17,9560.02,9650.86
2/23/2020,9650.85,9990,9645,9936.4
2/24/2020,9936.4,9990,9473.56,9656.13
2/25/2020,9655.52,9675,9250,9315.84
2/26/2020,9316.48,9377.44,8633.63,8785.25
2/27/2020,8786,8971.77,8531,8823.21
2/28/2020,8823.25,8900,8445,8692.91
2/29/2020,8690.8,8790,8523.55,8523.61
3/1/2020,8523.61,8750,8411,8531.88
3/2/2020,8530.3,8965.75,8498,8915.24
3/3/2020,8911.18,8919.65,8651,8760.07
3/4/2020,8760.07,8848.29,8660,8750.87
3/5/2020,8750.99,9159.42,8746.54,9054.68
3/6/2020,9054.64,9170,8985.5,9131.88
3/7/2020,9130.89,9188,8835,8886.66
3/8/2020,8885.25,8886.76,8000,8033.31
3/9/2020,8034.76,8179.31,7632.01,7929.87
3/10/2020,7929.87,8149,7728.01,7894.56
3/11/2020,7894.57,7980,7590,7934.52
3/12/2020,7934.58,7966.17,4410,4800
3/13/2020,4800.01,5955,3782.13,5578.6
3/14/2020,5576.05,5640.52,5055.13,5172.06
3/15/2020,5172.48,5940,5093.1,5361.3
3/16/2020,5360.33,5365.42,4442.12,5028.97
3/17/2020,5028.86,5525,4921.45,5312.64
3/18/2020,5312.64,5436.17,5009.37,5393.04
3/19/2020,5393.26,6400,5252.53,6162.37
3/20/2020,6162.05,6900,5670,6208.36
3/21/2020,6204.57,6456.98,5860.02,6186.98
3/22/2020,6187.04,6407.87,5734.01,5816.19
3/23/2020,5816.05,6600,5688,6467.31
3/24/2020,6465.25,6833,6371.33,6744.72
3/25/2020,6744.69,6957.96,6450,6677.43
3/26/2020,6677.42,6780,6510,6737.36
3/27/2020,6737.27,6842.59,6261,6359.11
3/28/2020,6359.11,6360,6024,6236.65
3/29/2020,6236.65,6266,5866.56,5881.42
3/30/2020,5880.5,6599,5857.76,6394.38
3/31/2020,6394.45,6523.23,6321.4,6410.44
4/1/2020,6412.14,6679.94,6150.11,6642.92
4/2/2020,6643.36,7198,6551,6794.09
4/3/2020,6793.86,7048,6602.1,6734.1
4/4/2020,6732.97,6990.41,6650.01,6856.99
4/5/2020,6857.41,6895.54,6677.52,6772.78
4/6/2020,6772.78,7355.14,6765,7329.9
4/7/2020,7329.9,7459.69,7077,7197.32
4/8/2020,7197.32,7420,7150,7361.28
4/9/2020,7360.26,7371.92,7108.08,7283.54
4/10/2020,7283.54,7295.75,6739.98,6858.92
4/11/2020,6858.92,6944.3,6760,6876.83
4/12/2020,6876.84,7177,6780,6903.79
4/13/2020,6903.79,6903.79,6575,6837.91
4/14/2020,6838.04,6978,6754.28,6868.7
4/15/2020,6868.57,6933,6605,6621.24
4/16/2020,6621.25,7190,6468.27,7101.94
4/17/2020,7101.99,7148.12,6972.98,7027.55
4/18/2020,7026.78,7293.08,7014.4,7248.6
4/19/2020,7248.6,7266.15,7055.6,7120.74
4/20/2020,7121.4,7220,6751,6826.83
4/21/2020,6828.98,6940,6762,6841.37
4/22/2020,6841.36,7156.38,6818,7125.14
4/23/2020,7125.12,7738,7020,7482.39
4/24/2020,7483.96,7615.96,7388,7505
4/25/2020,7505,7705,7431.07,7538.67
4/26/2020,7539.03,7700,7480,7693.1
4/27/2020,7693.1,7792.02,7606,7774.62
4/28/2020,7773.51,7780,7659.12,7738.98
4/29/2020,7738.58,8952.89,7710.05,8778.57
4/30/2020,8778.58,9460,8401,8620
5/1/2020,8620,9059.18,8613.56,8826.96
5/2/2020,8825.67,9010,8753,8972.05
5/3/2020,8972.58,9200,8712,8894.16
5/4/2020,8894.15,8950,8522,8871.96
5/5/2020,8871.92,9118.58,8760,9021.83
5/6/2020,9021.36,9395,8906.21,9142.92
5/7/2020,9143.4,10067,9021,9986.4
5/8/2020,9986.3,10035.96,9705,9800.01
5/9/2020,9800.02,9914.25,9520,9539.4
5/10/2020,9539.1,9574.83,8117,8722.77
5/11/2020,8722.77,9168,8200,8561.52
5/12/2020,8562.04,8978.26,8528.78,8810.79
5/13/2020,8810.99,9398,8792.99,9309.37
5/14/2020,9309.35,9939,9256.76,9791.98
5/15/2020,9791.97,9845.62,9150,9316.42
5/16/2020,9315.96,9588,9220,9381.27
5/17/2020,9380.81,9888,9322.1,9680.04
5/18/2020,9681.11,9950,9464.23,9733.93
5/19/2020,9733.93,9897.21,9474,9775.53
5/20/2020,9775.13,9842,9326,9511.43
5/21/2020,9511.43,9578.47,8815,9068.65
5/22/2020,9067.51,9271,8933.52,9170
5/23/2020,9170,9307.85,9070,9179.15
5/24/2020,9179.01,9298,8700,8720.34
5/25/2020,8718.14,8979.66,8642.72,8900.35
5/26/2020,8900.35,9017.67,8700,8841.18
5/27/2020,8841,9225,8811.73,9204.07
5/28/2020,9204.07,9625.47,9110,9575.89
5/29/2020,9575.87,9605.26,9330,9427.07
5/30/2020,9426.6,9740,9331.23,9697.72
5/31/2020,9697.72,9700,9381.41,9448.27
6/1/2020,9448.27,10380,9421.67,10200.77
6/2/2020,10202.71,10228.99,9266,9518.04
6/3/2020,9518.02,9690,9365.21,9666.24
6/4/2020,9666.32,9881.63,9450,9789.06
6/5/2020,9788.14,9854.75,9581,9621.16
6/6/2020,9621.17,9735,9531.05,9666.3
6/7/2020,9666.85,9802,9372.46,9746.99
6/8/2020,9746.99,9800,9633,9782.01
6/9/2020,9782,9877,9570,9772.43
6/10/2020,9772.44,9992.72,9704.18,9885
6/11/2020,9885.22,9964,9113,9280.4
6/12/2020,9278.88,9557.12,9232.51,9465.13
6/13/2020,9464.96,9494.73,9351,9473.34
6/14/2020,9473.34,9480.99,9245,9342.1
6/15/2020,9342.1,9495,8910.45,9426.02
6/16/2020,9426.05,9589,9373.09,9525.59
6/17/2020,9526.97,9565,9236.61,9465.14
6/18/2020,9465.13,9489,9280,9386.32
6/19/2020,9386.32,9438.3,9215.79,9310.23
6/20/2020,9310.23,9395,9170.95,9358.95
6/21/2020,9358.95,9422,9281.54,9294.69
6/22/2020,9294.69,9780,9277.09,9685.69
6/23/2020,9685.69,9720,9577.03,9624.89
6/24/2020,9624.33,9670,9208,9296.49
6/25/2020,9298.33,9340,9009.69,9249.49
6/26/2020,9249.49,9298,9045.45,9162.21
6/27/2020,9162.21,9196.24,8833,9012
6/28/2020,9012,9191,8948.06,9116.35
6/29/2020,9116.16,9238,9024.67,9192.56
6/30/2020,9192.93,9205,9064.89,9138.55
7/1/2020,9138.08,9292,9080.1,9232
7/2/2020,9231.99,9261.96,8940,9086.54
7/3/2020,9086.54,9125,9037.47,9058.26
7/4/2020,9057.79,9190,9040.04,9135.46
7/5/2020,9135,9145.24,8893.03,9069.41
7/6/2020,9069.41,9375,9055.92,9344.2
7/7/2020,9342.47,9379.42,9203,9257.39
7/8/2020,9257.4,9470,9231,9436.06
7/9/2020,9436.06,9440.79,9160,9232.43
7/10/2020,9232.42,9317.48,9125,9288.34
7/11/2020,9288.34,9299.28,9178.25,9234.03
7/12/2020,9234.02,9345,9157.5,9302.75
7/13/2020,9303.31,9343.82,9200.89,9242.62
7/14/2020,9242.61,9279.54,9113,9255.85
7/15/2020,9255.85,9276.49,9160.57,9197.6
7/16/2020,9197.6,9226.15,9047.25,9133.72
7/17/2020,9133.72,9186.83,9089.81,9154.32
7/18/2020,9154.31,9219.3,9121.1,9170.28
7/19/2020,9170.3,9232.27,9101.35,9208.99
7/20/2020,9208.99,9221.52,9131,9160.78
7/21/2020,9160.78,9437.73,9152.8,9390
7/22/2020,9390,9544,9261,9518.16
7/23/2020,9518.16,9664,9440.33,9603.27
7/24/2020,9603.27,9637,9463.44,9537.8
7/25/2020,9538.1,9732.9,9513,9700.42
7/26/2020,9700.42,10111,9650,9931.54
7/27/2020,9931.54,11394.86,9917.21,11029.96
7/28/2020,11029.96,11242.23,10565,10906.27
7/29/2020,10906.27,11342.82,10812,11100.53
7/30/2020,11100.52,11170,10831,11099.61
7/31/2020,11099.79,11444,10960,11335.46
8/1/2020,11335.46,11861,11220,11801.17
8/2/2020,11801.17,12123.46,10518.5,11071.35
8/3/2020,11071.36,11473,10936,11219.81
8/4/2020,11219.68,11414.98,11000,11191.97
8/5/2020,11191.99,11780.93,11093,11744.91
8/6/2020,11744.91,11900,11562.5,11762.46
8/7/2020,11762.47,11909.94,11322,11594.23
8/8/2020,11594.36,11808.27,11512,11761.41
8/9/2020,11761.02,11797.11,11521.97,11681.68
8/10/2020,11681.69,12067.35,11450,11892.92
8/11/2020,11892.9,11935,11125,11392.08
8/12/2020,11392.09,11617.52,11150,11564.33
8/13/2020,11564.34,11792.96,11270.36,11780
8/14/2020,11779.77,11850,11634.03,11760.54
8/15/2020,11760.55,11980,11680,11852.4
8/16/2020,11852.4,11931.72,11686,11911
8/17/2020,11910.99,12468,11769.78,12281.13
8/18/2020,12281.15,12387.77,11817.93,11945.01
8/19/2020,11945.1,12020.08,11561,11754.59
8/20/2020,11754.38,11888,11668,11853.55
8/21/2020,11853.54,11878,11485.81,11531.34
8/22/2020,11531.23,11686,11376.81,11662.96
8/23/2020,11663.51,11718.07,11514.13,11648.13
8/24/2020,11648.12,11824.9,11585.09,11748.2
8/25/2020,11748.19,11767.85,11117.64,11318.42
8/26/2020,11318.42,11539.32,11244,11461.43
8/27/2020,11461.42,11592.2,11125,11330.38
8/28/2020,11330.38,11542.65,11276.89,11526.91
8/29/2020,11526.9,11580.02,11417.04,11465.84
8/30/2020,11465.84,11719,11458,11711.16
8/31/2020,11711.17,11800.77,11570,11649.51
9/1/2020,11649.51,12050.85,11515,11921.97
9/2/2020,11921.97,11954.57,11160.1,11388.54
9/3/2020,11388.54,11462.6,9960.8,10140.85
9/4/2020,10138.29,10627.05,9875.5,10446.25
9/5/2020,10446.25,10565.68,9825,10166.69
9/6/2020,10166.69,10347.14,9994.86,10256.2
9/7/2020,10255.89,10410.75,9875,10373.44
9/8/2020,10373.45,10438,9850,10126.65
9/9/2020,10126.66,10343,9981.01,10219.2
9/10/2020,10219.29,10483.35,10070.83,10336.87
9/11/2020,10336.86,10397.6,10200,10387.89
9/12/2020,10387.89,10477.97,10269.25,10440.92
9/13/2020,10440.67,10580.11,10200,10332.83
9/14/2020,10332.84,10750,10212.34,10671.77
9/15/2020,10671.77,10930.04,10606.48,10785.31
9/16/2020,10785.23,11093,10661.22,10954.01
9/17/2020,10954.01,11045.46,10745.83,10939.99
9/18/2020,10940,11038.03,10812.84,10933.39
9/19/2020,10933.4,11179.79,10887.37,11080.65
9/20/2020,11080.64,11080.64,10723,10920.28
9/21/2020,10920.28,10988.86,10296.35,10417.22
9/22/2020,10417.22,10572.71,10353,10529.61
9/23/2020,10529.61,10537.15,10136.82,10241.46
9/24/2020,10241.46,10795.24,10190.93,10736.32
9/25/2020,10736.33,10760.53,10556.24,10686.67
9/26/2020,10686.57,10820.94,10644.68,10728.6
9/27/2020,10728.59,10799,10594.82,10774.25
9/28/2020,10774.26,10950,10626,10696.12
9/29/2020,10696.11,10867.54,10635.87,10840.48
9/30/2020,10840.58,10849.34,10665.13,10776.59
10/1/2020,10776.59,10920,10437,10619.13
10/2/2020,10619.13,10664.64,10374,10570.4
10/3/2020,10570.4,10603.56,10496.46,10542.06
10/4/2020,10542.07,10696.87,10517.87,10666.63
10/5/2020,10666.62,10798,10615.64,10792.21
10/6/2020,10792.2,10800,10525,10599.66
10/7/2020,10599.65,10681.87,10546.17,10666.39
10/8/2020,10666.4,10950,10530.41,10925.57
10/9/2020,10925.44,11104.64,10829,11050.64
10/10/2020,11050.64,11491,11050.51,11293.22
10/11/2020,11293.22,11445,11221,11369.02
10/12/2020,11369.02,11720.01,11172,11528.25
10/13/2020,11528.24,11557,11300,11420.56
10/14/2020,11420.57,11547.98,11280,11417.89
10/15/2020,11417.89,11617.34,11250.83,11505.12
10/16/2020,11505.13,11541.15,11200,11319.32
10/17/2020,11319.24,11402.42,11255,11360.2
10/18/2020,11360.31,11505,11346.22,11503.14
10/19/2020,11503.14,11823.99,11407.96,11751.47
10/20/2020,11751.46,12038.38,11677.59,11909.99
10/21/2020,11910,13217.68,11886.95,12780.96
10/22/2020,12780.75,13185,12678.08,12968.52
10/23/2020,12968.84,13027.69,12720.08,12923.07
10/24/2020,12923.06,13166.73,12870,13111.73
10/25/2020,13111.73,13350,12888,13028.83
10/26/2020,13029.64,13238.81,12765,13052.19
10/27/2020,13052.15,13789.29,13019.87,13636.17
10/28/2020,13636.16,13859.48,12888,13266.4
10/29/2020,13266.4,13642.91,12920.77,13455.7
10/30/2020,13455.69,13669.98,13115,13560.1
10/31/2020,13560.1,14100,13411.5,13791
11/1/2020,13791,13895,13603,13761.5
11/2/2020,13761.49,13830,13195.05,13549.37
11/3/2020,13549.63,14066.11,13284.99,14023.53
11/4/2020,14023.53,14259,13525,14144.01
11/5/2020,14144.01,15750,14093.56,15590.02
11/6/2020,15590.02,15960,15166,15579.92
11/7/2020,15579.93,15753.52,14344.22,14818.3
11/8/2020,14818.3,15650,14703.88,15475.1
11/9/2020,15475.1,15840,14805.54,15328.41
11/10/2020,15328.41,15460,15072.46,15297.21
11/11/2020,15297.21,15965,15272.68,15684.24
